#Supplementary Table 11. Distribution of variants on chromosomes by cell line																		
#Note: We further removed 1042 variants tested from the experiments focusing on particular region on genome (positive variants :117, negative variants: 925)																		
#Before removal																		
#Positive variants																		
	Global		GM18507		HEK293T		HepG2		K562		K562 (GATA1)		NA12878, NA19239		Saos-2		SH-SY5H	
Chromosome	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio
chr1	1.20E-06	0.902305439	0.065008522	0.860313709	0.344515909	0.875624547	2.48E-17	0.745814985	0.739228926	0.990616613	0.750756632	1.696117267	0.710151364	1.04770109	1	0	1	0.440338132
chr2	0.562428523	0.988095381	1.33E-05	0.688271188	0.942301604	1.021445215	0.140954095	1.052830911	0.642957544	0.984003009	0.767960453	0.391932307	5.35E-06	0.444815919	1	0	0.019497148	4.950724034
chr3	0.005955892	0.936925148	7.02E-10	0.539237424	0.942603809	1.009342251	0.792234818	0.985959952	0.435649292	0.971549766	0.86424937	0.485313872	0.027369466	0.646674518	0.624983311	7.279708189	1	0.559977546
chr4	0.517574685	0.984614922	1.71E-05	0.658697387	3.81E-07	0.416694241	0.044347754	1.080202503	0.398802766	1.031289922	0.750756632	0	0.032480301	0.656007442	1	0	0.921706093	1.902904133
chr5	0.048061113	0.95221375	0.000137859	0.685315901	0.018573645	0.687878159	0.957053986	1.001646557	0.739228926	0.988621824	0.750756632	0	0.003498923	0.547807706	1	0	1	1.292014781
chr6	1.19E-05	1.108659316	0.040149477	0.813204001	9.36E-10	1.9866142	0.001731943	1.128460137	0.0018593	1.108585903	0.313307135	3.294696069	0.043251095	1.371493009	1	3.426483856	1	0
chr7	0.055646168	1.048234654	0.619821461	0.948373752	7.63E-07	0.385703921	0.001345816	1.13686783	0.040125635	1.073525028	0.750756632	0	0.592777531	0.870724958	0.624983311	9.248511463	1	0.711423949
chr8	4.39E-10	1.167444426	0.145155568	0.857111374	0.00120917	1.524068088	6.86E-06	1.196446282	4.34E-07	1.187700073	0.750756632	0	0.546777267	0.843744024	1	0	0.796654952	2.524840209
chr9	0.055646168	0.948846464	0.05745394	0.811438317	0.279929028	0.812565088	0.169551896	0.936703074	0.739228926	0.985898705	0.750756632	0	0.288153845	0.765976858	1	0	1	0
chr10	3.05E-15	1.220249801	0.001007754	0.684953497	9.36E-10	2.110378787	2.71E-15	1.356044085	3.00E-05	1.161964825	0.047764561	5.254201839	0.710151364	0.914497102	1	0	1	0
chr11	5.37E-06	1.126809456	0.025926835	1.239557522	0.942603809	1.021471981	0.140954095	1.070465967	0.004680182	1.110658827	0.750756632	2.355222551	0.017954183	1.513052245	1	0	0.796654952	2.747759647
chr12	0.048061113	1.055313677	0.079895003	0.821493311	0.319856277	0.816954743	0.417376323	1.040473313	0.00095833	1.130939669	0.750756632	1.52967744	0.122644639	0.69487221	1	0	1	0
chr13	1.60E-06	0.862003175	6.30E-08	0.476809282	0.028389163	0.637299796	0.842562918	0.985394547	0.021614017	0.905798953	0.795859456	0	2.62E-09	0.094904119	1	0	1	0
chr14	0.001577476	0.903204082	0.33602675	0.884407501	0.01286382	0.581840677	0.003854395	0.857083052	0.542151205	0.969633401	1	0.930101978	0.648600587	0.874155966	1	0	1	0
chr15	0.010299782	0.919333422	0.006158641	0.690124109	0.54279151	0.855905474	0.210494997	1.066973996	0.00113334	0.860067863	0.795859456	0	0.592777531	0.841261474	1	0	1	1.125433459
chr16	7.03E-60	1.575718833	2.25E-174	6.411452749	0.001198282	1.679411664	0.005796562	1.152414409	5.98E-08	1.257956633	0.795859456	1.111314118	0.546777267	1.174218743	1	0	0.888515355	2.667153916
chr17	1.66E-26	1.387172443	9.85E-24	2.533798836	3.99E-07	2.168440192	0.005780552	1.162659198	0.398802766	1.048401096	0.373845467	3.987130436	1.07E-81	8.703555661	1	0	1	0
chr18	0.003288627	1.108149018	0.040149477	0.727497209	1	0.987885777	0.000237646	1.222005583	0.013678562	1.127902273	0.750756632	2.671671441	0.047607948	0.524792529	1	0	1	0
chr19	2.64E-36	1.518358905	5.84E-45	3.611663098	0.001198282	1.81915547	0.050283537	1.129968447	1.43E-13	1.413946559	0.767497349	1.565050765	1.23E-16	3.825225317	1	0	1	0
chr20	3.05E-15	1.322345639	4.45E-05	1.64724388	0.003952487	1.730414401	9.74E-07	1.325977859	1.60E-07	1.297407606	0.767497349	1.607658097	0.710151364	1.07842905	0.926827311	9.645948661	1	0
chr21	0.012089349	0.886464654	0.751197542	1.040422285	0.218613829	0.626119493	0.957053986	0.990084019	0.014155382	0.845715116	1	0	0.30681519	0.622976696	1	0	1	0
chr22	0.329866471	1.042961565	6.70E-06	1.812310211	9.01E-05	2.133938998	0.792234818	1.027897058	0.015424844	0.853413972	1	0	0.04071186	1.709955041	1	0	0.796654952	4.758135026
chrX	1.28E-165	0.414208609	1.70E-57	0	3.11E-24	0	1.43E-63	0.430112895	5.52E-63	0.501209536	0.750756632	0	1.26E-17	0	1	0	1	0
chrY	3.93E-290	0	1.16E-21	0	3.75E-09	0	1.44E-117	0	3.58E-159	0	1	0	1.34E-06	0	1	0	1	0
#																		
#Negative variants																		
	Global		GM18507		HEK293T		HepG2		K562		K562 (GATA1)		NA12878, NA19239		Saos-2		SH-SY5H	
Chromosome	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio	FDR	Oddsratio
chr1	7.88E-52	1.02314043	4.28E-10	1.119612616	2.16E-07	0.743244994	2.31E-53	1.023563554	6.40E-53	1.023460284	0.000212472	0.743306429	0.685784919	1.033466453	0.0005543	0.637286161	0.262992764	0.775735845
chr2	2.22E-44	1.021577585	0.000983275	0.937584189	0.329507734	0.945425658	6.04E-45	1.021785868	1.71E-44	1.021668722	1.37E-43	0.201774679	3.87E-14	0.489709072	3.20E-16	0.244263694	2.01E-11	2.609389452
chr3	8.35E-291	1.062191325	1.85E-15	0.840944495	1.38E-07	1.325805714	1.07E-299	1.063344351	1.77E-294	1.062774508	0.004575525	0.77618844	1.28E-06	0.61915814	9.96E-42	3.366245574	0.000898074	1.788626273
chr4	0	1.07379037	9.04E-94	0.607342861	1.31E-17	0.548994425	0	1.076010564	0	1.075857844	3.58E-07	0.613301163	1.18E-05	0.647387825	8.53E-25	0.042365197	0.016589889	0.516625515
chr5	3.30E-57	1.028270649	2.95E-19	0.813184155	0.000601651	0.798545692	2.43E-60	1.029150035	1.23E-59	1.028971919	2.55E-67	0	1.29E-08	0.546206462	6.27E-08	0.382343303	0.019283826	1.549178512
chr6	0	1.105789209	0.659712796	0.9900459	3.54E-79	2.43459256	0	1.105031684	0	1.105389996	5.64E-36	2.328101199	0.010134441	1.247074085	3.53E-50	3.913203719	0.213857954	0.702468182
chr7	0	1.102609631	0.002615939	0.930836721	2.07E-18	0.500511542	0	1.102621531	0	1.102589161	6.12E-29	0.200742742	0.361177004	1.091783285	6.35E-56	4.276650663	2.00E-06	2.323518056
chr8	0	1.152724933	3.95E-21	0.783801902	1.13E-22	1.738070838	0	1.154344816	0	1.154194294	0.287959991	0.897900634	7.76E-09	0.493059193	0.565547121	1.082777495	0.019283826	1.623538037
chr9	1.89E-195	0.94157423	2.56E-18	0.796100657	0.013704774	0.834515257	1.76E-189	0.942301608	2.31E-190	0.94217333	4.40E-27	0.186597216	1.48E-05	0.60118902	1.78E-14	0.117052536	0.002045874	0.326229824
chr10	0	1.133495318	0.562167452	0.98458192	1.26E-22	1.765233419	0	1.132556345	0	1.133596084	1.46E-63	3.160441735	0.220779269	0.863935945	7.12E-21	0	0.016589889	0.439804788
chr11	0	1.117458969	3.45E-12	1.178721196	0.238138425	1.086904059	0	1.117895006	0	1.117827922	1.43E-13	1.815872226	0.010044535	1.277591072	9.11E-18	0.040745263	0.006353034	1.766881076
chr12	0	1.096540957	0.085612686	0.956002519	0.000534154	0.763316948	0	1.097369618	0	1.097248715	0.128050933	0.847655538	1	0.992031307	7.93E-18	2.640516024	0.42626346	0.752725858
chr13	0	0.883097652	2.75E-73	0.561591753	5.62E-06	0.67563922	0	0.884487776	0	0.884352265	7.87E-43	0	5.60E-15	0.285991082	1.13E-07	0.266677613	5.62E-07	0
chr14	0	0.896562909	0.001882163	0.91340969	1.58E-12	0.508122644	0	0.896515024	0	0.896338569	7.05E-07	0.512082485	0.027831045	0.75225985	2.32E-05	0.366113161	0.662348439	0.816981446
chr15	0	0.908665543	2.00E-06	0.867495151	0.614109476	1.037137867	0	0.908645498	0	0.908669085	2.62E-52	3.212519456	0.58516325	1.065605113	4.70E-05	1.780372145	0.371195066	1.269324544
chr16	0	1.113014287	0	3.971204193	4.29E-05	1.368285483	0	1.106827636	0	1.10676898	0.077024185	1.219088841	9.27E-05	1.520548653	1.55E-06	0.248569727	0.660401473	1.131428421
chr17	4.26E-183	1.075704528	5.14E-183	2.060264098	0.000538645	1.326661889	9.30E-150	1.068497188	3.76E-155	1.069745469	4.95E-109	5.13063404	2.07E-228	8.31050206	0.000427421	0.382565692	5.40E-05	0
chr18	0	1.122765746	8.60E-14	0.768336359	0.01132664	1.237749424	0	1.123789812	0	1.123996829	1.71E-07	1.738300078	1.18E-05	0.47513351	3.83E-12	0	1	0.955451985
chr19	0	1.124993703	7.98E-218	2.326207215	0.006434199	0.733617213	0	1.120931252	0	1.120951051	1.37E-11	2.087154055	2.25E-26	2.920626693	0.00196951	0.394182476	0.046445726	0.310252321
